StateName,StateFIPS,PUMA,Counties Within PUMA,PumaState,uninsured_total,uninsured_percent,FoodStamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,138PctFPL_or_Less,139to400PctFPL,Above400PctFPL,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,HawaiiPacIslander,AmericanIndian_AlaskaNative,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,Job_Agriculture,Job_Mining,Job_ManufacturingConstruction,Job_Trade,Job_InfoFinance,Job_EducHealth,Job_Entertainment,Job_Service,Job_MilitaryPublic,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,Chinese,Korean,Vietnamese,Tagalog,Russian,OtherLang,SpeaksMostCommonOthLang,OtherLanguage
Texas,48,1400,Smith County,4801400,37539,21.3,24.4,19.4,15.2,21.2%,34.5%,9.6%,52.3%,39.1%,8.6%,50.6%,49.4%,29.0%,41.2%,28.5%,49.3%,20.1%,1.6%,0.0%,0.0%,0.4%,7.6%,76.9%,0.4%,10.6%,7.8%,14.5%,10.4%,13.9%,12.1%,3.0%,4.4%,28.7%,62.6%,8.7%,6.6%,91.5,7.5,0.2,0.0,0.8,0.0,0.0,0.0,0.0,**
Texas,48,1500,"Rusk County, Cherokee County, Panola County",4801500,25885,24.8,24.4,11.7,18.3,20.5%,37.9%,11.6%,57.9%,38.8%,3.3%,58.2%,41.8%,33.0%,39.3%,22.3%,56.7%,18.9%,0.7%,0.0%,0.5%,0.9%,13.5%,65.4%,3.6%,13.8%,3.2%,16.1%,7.1%,12.1%,5.6%,7.3%,2.0%,23.5%,68.4%,8.1%,7.4%,92.0,7.5,0.0,0.0,0.3,0.0,0.0,0.3,0.0,**
Texas,48,1600,"Jasper County, Shelby County, Tyler County, Newton County, Sabine County, San Augustine County",4801600,28731,30.6,28.9,12.1,16.1,19.7%,38.8%,13.3%,52.1%,35.6%,12.3%,57.8%,42.2%,37.8%,38.5%,8.5%,69.7%,21.2%,0.0%,0.0%,0.6%,0.0%,15.5%,76.7%,4.8%,17.5%,8.3%,9.4%,8.8%,17.8%,8.3%,4.7%,0.5%,22.1%,75.1%,2.8%,5.4%,94.7,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,1700,"Angelina County, Nacogdoches County",4801700,25995,20.3,26.7,12.5,20.3,19.8%,35.6%,11.8%,56.7%,35.6%,7.7%,52.5%,47.5%,29.0%,36.7%,29.2%,47.3%,21.2%,1.9%,0.0%,0.5%,0.0%,9.3%,78.6%,1.3%,10.1%,5.5%,16.8%,8.3%,13.6%,14.4%,6.2%,1.9%,24.6%,69.2%,6.1%,9.9%,86.5,13.0,0.0,0.0,0.0,0.2,0.0,0.3,0.0,**
Texas,48,1800,"Henderson County, Anderson County",4801800,39420,35.7,16.4,12.0,12.3,19.1%,44.4%,12.3%,62.8%,30.3%,6.9%,66.4%,33.6%,33.2%,33.3%,19.3%,60.7%,18.0%,0.3%,0.0%,0.0%,1.7%,19.2%,56.9%,2.9%,12.5%,5.1%,7.5%,6.1%,7.8%,8.4%,5.4%,1.0%,26.0%,70.2%,3.8%,3.2%,95.1,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,1900,"Navarro County, Hill County, Limestone County, Falls County, Freestone County",4801900,28136,23.2,25.3,14.3,16.7,21.0%,37.0%,10.9%,55.2%,40.3%,4.5%,55.8%,44.2%,34.7%,36.9%,23.7%,62.6%,10.8%,0.9%,0.0%,0.2%,1.7%,10.1%,73.3%,3.1%,14.8%,7.0%,13.8%,9.8%,7.6%,11.0%,5.0%,2.3%,24.8%,72.8%,2.4%,9.6%,91.1,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,2000,"Kaufman County, Rockwall County",4802000,31212,19.6,22.6,28.7,14.8,17.0%,36.4%,3.1%,42.7%,31.0%,26.3%,50.8%,49.2%,38.8%,53.9%,28.3%,55.7%,6.3%,2.3%,5.2%,0.5%,1.7%,4.9%,80.1%,0.2%,14.2%,3.8%,12.3%,13.4%,11.0%,8.3%,5.3%,0.8%,21.5%,72.3%,6.2%,9.0%,90.0,8.7,0.1,0.0,0.0,0.0,0.0,1.2,0.7,Laotian
Texas,48,2101,Collin County (part),4802101,38666,15.9,20.5,26.8,15.4,15.6%,34.9%,7.3%,47.0%,43.2%,9.7%,51.1%,48.9%,29.0%,58.2%,36.8%,46.7%,8.0%,8.5%,0.0%,0.0%,0.0%,2.7%,88.6%,0.0%,7.4%,1.3%,16.0%,19.8%,8.7%,6.6%,4.9%,0.2%,24.5%,55.6%,19.8%,18.1%,83.3,13.6,0.3,2.4,0.1,0.0,0.0,0.3,0.0,**
Texas,48,2102,Collin County (part),4802102,31838,13.2,2.2,21.9,11.4,20.2%,34.3%,12.2%,35.7%,47.4%,16.9%,53.9%,46.1%,30.7%,46.8%,35.6%,47.3%,6.9%,8.1%,0.0%,1.1%,1.1%,4.0%,82.9%,0.8%,5.3%,8.8%,11.5%,15.8%,10.2%,9.5%,10.9%,1.5%,13.3%,56.6%,30.1%,12.3%,81.0,11.1,2.2,0.0,0.1,0.0,1.2,4.4,1.3,Arabic
Texas,48,2103,Collin County (part),4802103,10432,8.2,3.9,19.1,12.4,20.0%,36.3%,12.2%,21.1%,54.4%,24.5%,55.9%,44.1%,35.8%,43.3%,7.3%,50.0%,7.8%,34.5%,0.0%,0.0%,0.5%,3.3%,77.8%,0.0%,6.7%,2.5%,17.7%,11.3%,4.5%,12.1%,11.7%,0.6%,6.7%,57.5%,35.8%,14.6%,78.1,2.8,3.2,9.6,0.6,0.0,0.0,5.7,2.1,Urdu
Texas,48,2104,Collin County (part),4802104,17147,17.8,14.9,16.1,16.4,23.9%,33.6%,9.9%,36.5%,51.1%,12.4%,56.3%,43.7%,39.0%,41.2%,25.3%,53.8%,9.9%,9.4%,0.0%,0.0%,1.6%,3.9%,88.1%,0.0%,8.7%,8.7%,21.3%,17.2%,6.6%,6.7%,5.1%,2.7%,20.2%,62.4%,17.4%,16.6%,73.4,16.8,1.7,0.0,0.8,0.0,0.0,7.3,2.0,Gujarathi
Texas,48,2201,Denton County (part),4802201,41692,14.4,15.0,21.5,15.0,19.8%,35.0%,8.7%,41.8%,43.1%,15.1%,49.4%,50.6%,29.8%,45.2%,28.2%,54.6%,2.3%,12.0%,0.0%,0.0%,2.8%,5.5%,85.8%,0.0%,11.8%,5.3%,17.8%,12.0%,6.9%,9.1%,7.3%,2.3%,12.2%,55.3%,32.5%,13.5%,81.3,11.3,0.0,3.7,0.9,0.0,0.8,2.0,0.6,Serbocroatian
Texas,48,2202,Denton County (part),4802202,46523,14.6,8.4,15.0,22.7,25.1%,27.6%,9.5%,41.3%,49.9%,8.8%,50.1%,49.9%,24.6%,32.2%,28.4%,52.8%,9.8%,5.6%,0.0%,0.2%,3.3%,7.2%,77.8%,0.0%,6.6%,2.4%,19.3%,17.9%,10.6%,18.6%,7.0%,0.4%,11.7%,72.2%,16.0%,15.1%,83.6,11.7,0.3,1.4,2.5,0.0,0.0,0.4,0.0,**
Texas,48,2301,Dallas County (part),4802301,27630,35.3,32.5,10.2,17.8,26.8%,35.6%,9.6%,69.0%,27.9%,3.0%,54.4%,45.6%,21.6%,28.0%,39.1%,14.5%,43.7%,1.9%,0.0%,0.3%,0.6%,13.0%,65.2%,0.2%,9.6%,4.2%,14.0%,14.5%,12.6%,7.7%,3.5%,4.9%,37.4%,58.3%,4.3%,18.4%,75.7,23.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,2302,Dallas County (part),4802302,28041,25.1,21.6,15.4,14.2,24.1%,39.2%,7.2%,49.6%,41.5%,8.9%,58.4%,41.6%,25.8%,35.4%,52.1%,28.1%,12.4%,4.9%,0.0%,0.0%,2.5%,4.2%,75.1%,0.0%,7.3%,5.5%,9.0%,17.5%,9.8%,15.8%,1.9%,2.4%,34.7%,50.0%,15.3%,23.3%,76.0,22.1,0.0,0.0,1.4,0.0,0.0,0.5,0.5,"Mon-Khmer, Cambodian"
Texas,48,2303,Dallas County (part),4802303,45715,34.7,14.9,27.9,15.9,18.0%,29.3%,9.0%,51.3%,45.4%,3.3%,53.4%,46.6%,30.1%,54.3%,68.9%,11.0%,20.0%,0.0%,0.0%,0.0%,0.2%,5.0%,82.8%,0.3%,12.0%,4.7%,12.6%,9.0%,8.6%,7.8%,4.6%,2.4%,33.4%,61.9%,4.7%,23.4%,73.3,26.6,0.0,0.0,0.0,0.0,0.0,0.1,0.0,**
Texas,48,2304,Dallas County (part),4802304,32394,20.5,21.3,18.9,18.1,19.9%,34.4%,8.8%,48.2%,36.9%,14.8%,54.1%,45.9%,32.4%,49.9%,49.1%,27.1%,17.1%,2.4%,0.0%,0.1%,4.2%,4.8%,79.2%,0.0%,7.3%,3.3%,14.0%,16.3%,9.4%,15.1%,5.7%,2.5%,38.0%,49.0%,13.0%,15.4%,81.7,15.6,0.0,0.0,0.2,0.0,0.0,2.5,0.9,Arabic
Texas,48,2305,Dallas County (part),4802305,19695,17.7,9.2,19.0,15.1,23.4%,38.2%,4.4%,38.3%,46.0%,15.7%,59.1%,40.9%,27.0%,40.3%,40.4%,35.8%,11.1%,8.8%,0.0%,0.0%,3.8%,3.2%,86.3%,0.3%,10.6%,5.0%,13.4%,22.2%,6.7%,15.4%,4.1%,0.5%,15.7%,61.3%,23.0%,19.5%,74.4,20.4,1.3,0.0,0.8,0.0,0.0,3.0,1.0,Albanian
Texas,48,2306,Dallas County (part),4802306,29594,22.8,13.3,15.3,24.2,25.3%,28.4%,6.8%,45.7%,45.3%,8.9%,54.5%,45.5%,33.7%,42.2%,52.5%,20.7%,22.6%,2.7%,0.0%,0.7%,0.8%,3.5%,84.0%,0.3%,12.9%,6.1%,11.3%,17.8%,6.5%,11.1%,7.5%,3.0%,30.6%,57.6%,11.8%,23.1%,71.1,26.5,1.8,0.0,0.1,0.0,0.0,0.5,0.0,**
Texas,48,2307,Dallas County (part),4802307,40362,36.1,24.5,21.7,18.7,19.3%,32.1%,8.3%,63.6%,32.7%,3.6%,52.9%,47.1%,33.3%,50.1%,68.7%,7.9%,22.5%,0.5%,0.0%,0.3%,0.0%,5.0%,68.5%,0.1%,11.0%,5.3%,12.7%,11.1%,6.7%,3.9%,3.2%,2.0%,41.2%,53.3%,5.4%,39.8%,51.2,47.7,0.0,0.5,0.0,0.0,0.0,0.6,0.0,**
Texas,48,2308,Dallas County (part),4802308,39097,24.2,25.1,17.8,20.4,23.1%,31.0%,7.7%,54.6%,38.8%,6.6%,55.7%,44.3%,22.4%,45.2%,35.6%,15.1%,47.9%,0.6%,0.0%,0.1%,0.7%,8.6%,75.2%,1.0%,7.5%,4.2%,16.4%,11.4%,11.5%,7.7%,5.1%,4.6%,25.7%,63.8%,10.5%,14.8%,77.5,21.7,0.0,0.0,0.4,0.0,0.0,0.4,0.0,**
Texas,48,2309,Dallas County (part),4802309,22966,22.5,18.2,17.8,11.0,23.9%,40.8%,6.6%,46.2%,49.0%,4.9%,53.5%,46.5%,35.4%,52.3%,54.3%,20.8%,13.1%,8.4%,0.0%,0.0%,3.5%,8.2%,84.6%,1.5%,10.5%,9.0%,14.0%,16.9%,7.4%,11.9%,4.5%,1.7%,33.3%,58.1%,8.5%,15.4%,73.2,21.9,0.0,0.0,3.9,0.0,0.0,1.0,0.0,**
Texas,48,2310,Dallas County (part),4802310,24970,27.9,22.4,35.5,16.0,13.1%,27.5%,7.8%,56.8%,37.9%,5.3%,48.0%,52.0%,28.7%,63.6%,49.6%,21.1%,7.9%,15.5%,0.0%,0.1%,5.9%,5.9%,86.0%,0.0%,6.0%,6.5%,9.4%,12.7%,7.2%,11.7%,5.7%,4.0%,27.8%,62.4%,9.8%,21.3%,69.6,21.1,1.4,0.0,5.6,0.0,0.0,2.4,0.7,Arabic
Texas,48,2311,Dallas County (part),4802311,43552,24.6,21.1,18.9,11.1,23.2%,37.9%,8.9%,45.3%,46.6%,8.1%,50.7%,49.3%,39.2%,44.4%,49.8%,26.2%,9.2%,11.7%,0.0%,0.5%,2.6%,4.0%,81.5%,0.0%,8.5%,5.9%,17.9%,14.5%,7.1%,9.4%,5.1%,1.5%,29.2%,53.4%,17.3%,14.6%,79.1,16.6,0.0,1.5,0.3,0.0,0.0,2.6,0.8,French
Texas,48,2312,Dallas County (part),4802312,33984,25.5,19.6,17.3,17.2,20.5%,37.6%,7.3%,44.9%,45.3%,9.8%,43.8%,56.2%,34.8%,56.9%,40.0%,30.8%,25.7%,2.8%,0.0%,0.1%,0.6%,5.6%,80.3%,0.0%,8.5%,3.8%,14.9%,13.8%,15.0%,10.0%,4.3%,2.0%,24.7%,63.6%,11.7%,15.7%,81.2,17.2,0.3,0.0,0.3,0.4,0.0,0.6,0.0,**
Texas,48,2313,Dallas County (part),4802313,28237,24.9,14.7,26.1,17.4,19.6%,28.4%,8.5%,44.9%,48.1%,7.0%,54.6%,45.4%,30.4%,52.2%,54.8%,22.2%,11.4%,10.2%,0.0%,0.4%,0.9%,5.2%,81.7%,0.2%,7.1%,8.3%,12.4%,13.1%,9.4%,8.5%,3.5%,0.8%,27.4%,64.0%,8.6%,21.8%,74.8,24.3,0.0,0.2,0.4,0.0,0.0,0.4,0.0,**
Texas,48,2314,Dallas County (part),4802314,49201,24.8,12.9,24.7,15.4,18.6%,32.4%,8.8%,46.0%,37.6%,16.4%,50.5%,49.5%,29.7%,51.6%,33.6%,22.9%,42.4%,0.3%,0.0%,0.1%,0.7%,6.6%,72.0%,0.0%,6.6%,2.3%,15.6%,15.6%,9.4%,6.9%,4.6%,3.3%,16.2%,70.9%,12.9%,10.8%,87.7,11.9,0.0,0.0,0.0,0.0,0.0,0.4,0.0,**
Texas,48,2315,Dallas County (part),4802315,41105,23.9,26.0,21.8,17.9,20.1%,30.7%,9.5%,43.4%,41.9%,14.7%,53.8%,46.2%,35.2%,54.0%,51.0%,19.5%,17.2%,11.0%,0.0%,0.0%,1.4%,4.3%,88.4%,0.0%,8.1%,5.9%,14.9%,12.3%,8.5%,11.3%,5.6%,1.1%,32.3%,54.1%,13.7%,25.3%,71.8,23.8,0.6,1.5,0.5,0.0,0.0,1.9,0.0,**
Texas,48,2400,Ellis County,4802400,28518,21.5,24.0,22.1,16.0,15.7%,39.5%,6.7%,46.9%,32.3%,20.8%,50.9%,49.1%,35.1%,54.4%,24.5%,62.4%,9.8%,0.0%,0.0%,0.8%,2.5%,8.2%,78.3%,0.9%,9.4%,6.6%,18.2%,13.4%,7.6%,8.7%,8.8%,1.2%,15.0%,76.0%,9.0%,7.5%,92.5,7.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,**
Texas,48,2501,Tarrant County (part),4802501,32632,27.3,22.9,18.7,14.4,26.7%,32.4%,7.8%,59.9%,35.4%,4.7%,55.7%,44.3%,24.1%,42.2%,35.9%,24.7%,33.5%,3.6%,0.3%,0.5%,1.5%,8.1%,76.1%,0.0%,9.2%,6.0%,15.5%,13.3%,6.9%,12.1%,5.3%,2.3%,35.8%,57.2%,7.1%,16.3%,80.6,16.5,0.3,0.0,1.1,0.0,0.0,1.6,1.2,French
Texas,48,2502,Tarrant County (part),4802502,29701,28.3,42.8,19.2,22.1,18.4%,32.0%,8.3%,67.1%,30.1%,2.8%,54.9%,45.1%,27.6%,49.0%,64.6%,10.0%,23.6%,1.5%,0.0%,0.1%,0.2%,8.5%,73.4%,0.4%,8.7%,7.8%,14.2%,13.7%,7.3%,6.8%,3.9%,4.2%,37.2%,55.4%,7.4%,20.8%,72.5,24.6,0.0,0.3,0.0,0.0,0.0,2.6,0.9,Cushite
Texas,48,2503,Tarrant County (part),4802503,42175,20.6,21.7,19.5,20.0,22.2%,27.9%,10.4%,51.9%,34.7%,13.4%,49.3%,50.7%,25.8%,50.9%,29.2%,37.2%,25.7%,3.6%,0.0%,0.0%,4.3%,9.0%,85.5%,0.3%,8.4%,4.3%,15.1%,12.1%,14.2%,13.8%,5.0%,1.1%,13.9%,78.5%,7.6%,8.5%,88.2,9.7,0.1,0.9,0.0,0.3,0.0,0.8,0.0,**
Texas,48,2504,Tarrant County (part),4802504,43759,18.1,20.6,18.2,18.3,18.1%,36.1%,9.3%,55.1%,35.4%,9.5%,42.1%,57.9%,29.1%,50.3%,52.3%,36.6%,4.4%,5.6%,0.0%,0.0%,1.0%,13.6%,80.4%,0.1%,7.3%,7.1%,15.1%,13.7%,7.8%,10.3%,5.7%,1.7%,28.1%,62.9%,9.0%,16.3%,77.2,18.2,0.3,0.0,2.3,0.0,1.3,0.7,0.5,Laotian
Texas,48,2505,Tarrant County (part),4802505,32471,27.3,36.6,23.5,22.7,22.7%,27.8%,3.3%,54.5%,41.8%,3.7%,51.1%,48.9%,25.3%,60.1%,46.7%,24.3%,24.2%,4.9%,0.0%,0.0%,0.0%,4.9%,87.1%,0.0%,9.1%,6.2%,14.7%,13.4%,10.3%,8.9%,4.0%,1.7%,29.4%,58.0%,12.6%,24.8%,75.4,23.0,0.1,0.0,0.2,0.0,0.0,1.3,0.6,French
Texas,48,2506,Tarrant County (part),4802506,43503,21.2,14.4,22.6,19.3,17.8%,33.3%,7.0%,52.5%,41.0%,6.5%,54.4%,45.6%,30.9%,53.3%,31.0%,23.4%,27.0%,15.7%,0.0%,0.0%,2.9%,4.4%,84.2%,0.0%,5.3%,6.4%,16.1%,10.7%,9.4%,13.6%,7.0%,1.7%,18.9%,59.8%,21.3%,11.4%,81.8,9.0,0.3,0.0,5.3,0.0,0.0,3.6,1.7,Arabic
Texas,48,2507,Tarrant County (part),4802507,21375,16.7,24.1,21.1,18.3,21.5%,27.4%,11.8%,40.8%,51.0%,8.2%,43.6%,56.4%,30.1%,51.4%,21.2%,59.7%,7.2%,5.3%,5.2%,0.4%,0.9%,7.8%,79.7%,0.0%,4.0%,4.0%,22.2%,10.7%,5.7%,13.2%,5.9%,0.4%,12.2%,73.3%,14.5%,3.0%,92.3,5.4,0.0,0.0,0.0,0.0,0.2,2.2,1.3,Tongan
Texas,48,2508,Tarrant County (part),4802508,28403,19.2,9.8,21.6,13.7,24.2%,32.3%,8.3%,45.3%,45.2%,9.6%,56.2%,43.8%,24.8%,45.7%,34.8%,36.1%,23.2%,4.9%,0.0%,0.0%,1.0%,8.5%,80.4%,0.5%,6.7%,4.9%,15.0%,17.1%,10.2%,11.3%,4.2%,2.0%,12.6%,80.3%,7.1%,10.8%,81.2,14.9,0.0,0.0,3.0,0.0,0.0,0.9,0.0,**
Texas,48,2509,Tarrant County (part),4802509,23122,11.3,15.4,14.3,16.1,19.4%,33.9%,16.3%,45.5%,44.9%,9.6%,54.3%,45.7%,31.6%,36.8%,27.6%,57.8%,5.9%,4.0%,0.0%,2.6%,2.0%,17.3%,70.5%,0.0%,8.3%,9.4%,14.5%,15.8%,8.1%,12.9%,7.3%,2.3%,23.9%,63.8%,12.3%,5.9%,91.4,8.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,**
Texas,48,2510,Tarrant County (part),4802510,21231,22.7,15.3,19.4,16.5,21.1%,33.9%,9.1%,42.6%,49.7%,7.7%,49.2%,50.8%,35.3%,50.4%,35.8%,46.2%,8.6%,8.3%,0.0%,0.0%,1.2%,8.8%,85.5%,0.0%,11.9%,9.4%,9.1%,15.2%,7.9%,8.7%,6.6%,0.0%,26.7%,68.8%,4.5%,20.3%,74.8,16.9,0.0,0.0,1.9,0.0,0.0,6.3,6.3,Nepali
Texas,48,2511,Tarrant County (part),4802511,22777,19.2,15.1,20.4,14.9,20.8%,30.7%,13.3%,49.7%,39.5%,10.8%,55.2%,44.8%,39.9%,41.9%,21.8%,68.5%,6.0%,1.1%,0.0%,1.0%,1.6%,8.0%,73.8%,0.1%,14.5%,5.3%,13.1%,9.8%,7.4%,5.8%,5.1%,1.4%,21.7%,68.8%,9.5%,7.2%,91.4,7.3,0.0,0.0,0.0,0.0,0.0,1.2,0.9,Amharic
Texas,48,2600,Johnson County,4802600,33837,26.1,33.0,21.4,19.7,15.0%,33.5%,10.4%,49.1%,43.5%,7.5%,45.8%,54.2%,34.8%,60.9%,16.1%,77.2%,3.8%,0.8%,0.0%,0.0%,2.2%,6.5%,76.3%,0.1%,11.9%,4.1%,19.2%,8.8%,10.0%,7.3%,3.0%,4.4%,27.1%,64.0%,8.9%,3.8%,95.7,4.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,**
Texas,48,2700,"Hood County, Erath County, Eastland County, Bosque County, Comanche County, Callahan County, Somervell County",4802700,37469,28.9,12.1,21.0,15.6,14.6%,37.2%,11.5%,40.0%,48.5%,11.5%,52.6%,47.4%,37.6%,49.4%,24.4%,74.1%,0.6%,0.4%,0.0%,0.0%,0.6%,5.5%,74.9%,2.8%,12.2%,4.0%,12.6%,9.1%,11.8%,5.1%,5.3%,0.4%,22.1%,64.5%,13.5%,9.4%,87.6,11.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,**
Texas,48,2800,"Palo Pinto County, Jones County, Scurry County, Nolan County, Mitchell County, Stephens County, Haskell County, Fisher County, Shackelford County, Throckmorton County, Stonewall County, Kent County",4802800,31146,32.9,15.4,9.5,18.7,23.7%,39.1%,9.1%,70.2%,26.5%,3.3%,72.9%,27.1%,30.8%,27.2%,28.4%,53.2%,14.9%,0.7%,0.0%,0.0%,2.8%,22.3%,50.8%,3.0%,12.5%,4.3%,10.8%,7.6%,6.1%,10.0%,2.7%,3.7%,36.0%,61.6%,2.4%,8.2%,91.1,8.2,0.0,0.0,0.0,0.0,0.0,0.8,0.6,Urdu
Texas,48,2900,Taylor County,4802900,21999,19.5,25.0,14.4,19.1,17.1%,37.5%,11.9%,49.6%,32.8%,17.5%,51.2%,48.8%,30.4%,38.6%,28.8%,57.6%,11.2%,2.3%,0.0%,0.0%,0.2%,10.9%,77.9%,0.4%,14.7%,2.9%,18.6%,10.1%,9.1%,13.8%,5.6%,3.0%,20.8%,67.6%,11.6%,5.8%,92.7,3.7,0.4,0.0,0.0,0.0,0.0,3.2,2.0,Bantu
Texas,48,3000,"Tom Green County, Coke County",4803000,23388,24.0,18.1,23.6,17.3,21.4%,29.6%,8.1%,54.2%,41.2%,4.6%,49.6%,50.4%,30.8%,47.3%,59.3%,33.6%,6.0%,0.6%,0.0%,0.0%,0.5%,9.8%,83.6%,1.8%,10.3%,5.3%,16.5%,12.7%,9.1%,9.0%,8.8%,1.6%,28.6%,62.3%,9.1%,7.6%,89.4,10.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,3100,"Howard County, Dawson County, Runnels County, McCulloch County, Martin County, Kimble County, Crockett County, Sutton County, Concho County, Mason County, Upton County, Reagan County, Schleicher County, Menard County, Irion County, Glasscock Co",4803100,24016,28.7,19.4,18.9,14.4,15.1%,35.0%,16.6%,49.3%,44.3%,6.3%,53.1%,47.0%,36.0%,44.4%,58.0%,34.4%,5.0%,0.0%,0.0%,2.1%,0.5%,12.4%,72.7%,4.8%,11.7%,1.0%,13.8%,4.4%,9.8%,12.3%,5.8%,1.6%,28.4%,67.9%,3.7%,10.3%,84.0,15.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,German
Texas,48,3200,Midland County,4803200,29352,24.4,16.6,25.1,21.0,16.5%,30.4%,6.9%,36.7%,48.4%,14.9%,48.0%,52.0%,25.4%,53.6%,55.5%,35.2%,6.0%,2.9%,0.0%,0.0%,0.3%,11.7%,85.1%,0.1%,12.6%,3.6%,13.5%,13.6%,10.5%,9.6%,5.5%,2.0%,27.5%,64.5%,8.0%,13.3%,82.9,14.2,2.6,0.0,0.3,0.0,0.0,0.0,0.0,**
Texas,48,3300,Ector County,4803300,33146,27.7,21.2,24.1,19.9,15.2%,31.1%,9.7%,37.8%,50.4%,11.7%,46.0%,54.0%,32.0%,47.0%,65.6%,31.9%,1.6%,0.0%,0.0%,0.0%,0.9%,9.4%,87.5%,0.5%,15.1%,2.4%,14.4%,8.8%,7.7%,15.1%,5.2%,2.8%,31.7%,60.6%,7.6%,13.2%,85.4,14.1,0.0,0.0,0.0,0.0,0.0,0.6,0.6,Ukrainian
Texas,48,3400,"Pecos County, Gaines County, Reeves County, Andrews County, Ward County, Brewster County, Presidio County, Winkler County, Crane County, Hudspeth County, Culberson County, Jeff Davis County, Terrell County, Loving County",4803400,29795,31.7,13.9,28.0,13.1,15.0%,33.2%,10.6%,46.9%,44.8%,8.3%,54.8%,45.2%,34.5%,50.8%,63.1%,31.3%,4.1%,0.6%,0.0%,0.8%,0.2%,15.5%,79.9%,2.8%,15.4%,4.8%,11.4%,5.0%,5.1%,10.9%,3.7%,1.4%,29.3%,62.4%,8.3%,14.4%,82.8,15.3,0.3,0.0,0.0,0.0,0.0,1.6,1.6,German
Texas,48,3501,El Paso County (part),4803501,22355,19.5,17.6,20.0,17.1,21.8%,31.9%,9.3%,36.2%,46.6%,17.1%,50.6%,49.4%,34.2%,56.3%,74.7%,19.8%,0.0%,5.5%,0.0%,0.0%,0.0%,1.3%,91.1%,2.1%,5.2%,2.2%,19.5%,12.7%,16.9%,14.7%,1.6%,1.1%,13.4%,66.8%,19.8%,28.9%,59.5,37.0,3.5,0.0,0.0,0.0,0.0,0.1,0.0,**
Texas,48,3502,El Paso County (part),4803502,24214,32.7,29.9,11.5,27.4,14.6%,30.7%,15.8%,67.4%,29.1%,3.5%,53.8%,46.2%,25.2%,28.6%,95.1%,3.3%,1.1%,0.0%,0.0%,0.2%,0.3%,10.2%,69.2%,0.0%,7.9%,4.4%,13.2%,9.2%,11.3%,14.8%,6.9%,2.8%,26.6%,62.4%,11.0%,27.3%,61.1,38.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,**
Texas,48,3503,El Paso County (part),4803503,19269,21.0,24.6,13.1,23.1,17.7%,33.6%,12.5%,59.3%,36.6%,4.1%,52.1%,47.9%,27.9%,40.6%,82.5%,10.9%,4.9%,1.3%,0.0%,0.0%,0.4%,4.2%,75.0%,0.0%,9.7%,7.2%,17.0%,11.4%,9.3%,9.6%,3.2%,2.2%,22.5%,64.6%,12.9%,18.2%,71.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,3504,El Paso County (part),4803504,66637,26.2,27.9,23.2,18.2,18.5%,33.1%,6.9%,52.9%,42.8%,4.3%,52.7%,47.3%,32.6%,57.0%,91.5%,6.2%,0.9%,0.2%,0.0%,0.4%,0.7%,9.7%,84.3%,0.6%,8.1%,7.1%,10.9%,12.1%,9.9%,8.8%,2.8%,2.5%,19.4%,69.8%,10.8%,25.9%,63.7,36.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,**
Texas,48,3505,El Paso County (part),4803505,43927,32.5,35.2,14.9,24.7,19.7%,29.7%,10.9%,55.5%,36.6%,7.9%,48.7%,51.3%,28.2%,45.4%,92.1%,7.6%,0.1%,0.0%,0.0%,0.0%,0.2%,8.9%,82.8%,0.5%,7.2%,4.4%,23.0%,13.3%,12.9%,9.3%,3.7%,2.3%,21.7%,66.7%,11.6%,25.7%,63.1,36.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,**
Texas,48,3600,"Brown County, Burnet County, Lampasas County, Llano County, Coleman County, Blanco County, Hamilton County, San Saba County, Mills County",4803600,26106,21.7,30.4,12.9,22.2,19.4%,33.1%,12.3%,55.1%,36.8%,8.1%,53.3%,46.7%,38.1%,39.1%,25.8%,66.9%,5.0%,0.4%,0.0%,1.7%,0.2%,6.0%,77.9%,2.7%,16.3%,1.9%,16.5%,7.0%,10.8%,15.0%,6.6%,0.5%,18.9%,72.5%,8.6%,7.0%,92.2,4.4,0.0,0.0,0.0,0.0,0.0,3.4,3.0,Bantu
